filename,min_pitch,max_pitch,mean_pitch,min_intensity,max_intensity,mean_intensity,min_pitch_zscore,max_pitch_zscore,mean_pitch_zscore,min_intensity_zscore,max_intensity_zscore,mean_intensity_zscore
mf_001_anxiety_1095.78_April-eighteenth.wav,109.33159729675863,152.91292927406988,123.98763726379372,21.586941909039677,64.30255449725699,46.719797241158545,-0.3883362516938771,-0.9762257399385187,-0.8488363690658404,-1.537888301291507,-1.6465784931363205,-2.581570212542139
mf_001_anxiety_1100.39_April-eighteenth.wav,105.94221838004498,492.01340836410986,126.34904580793707,22.91680957593584,62.486739224529934,48.43568637849866,-0.4672741930785636,1.5965942127777286,-0.8156188861709122,-1.3973508969889679,-1.8914945989772483,-2.34708704327368
mf_001_anxiety_1106.03_April-eighteenth.wav,76.29662754136237,576.6506287732616,150.86221280921743,27.319365450792514,67.04342020420613,51.050366412290934,-1.157713937185827,2.238752932209347,-0.47079684866916516,-0.9320987592380612,-1.2768921237895265,-1.9897804739827474
mf_001_anxiety_1111.91_July-fifteenth.wav,126.49760460103987,193.83894253431208,148.76841319071985,29.874659860670413,64.20880028571473,55.317014194393494,0.011456545656827893,-0.6657122786080136,-0.5002499279278755,-0.6620610310247111,-1.6592240065550024,-1.4067258509722487
mf_001_anxiety_1117.84_March-twenty-ninth.wav,102.9094283000068,210.444828533074,129.96509921581804,34.992396886319774,65.59852193802446,58.31336823321986,-0.5379072534276371,-0.5397202571729696,-0.7647525536502907,-0.12123016838225853,-1.4717791599350338,-0.9972619899424613
mf_001_anxiety_1121.12_March-twenty-ninth.wav,106.95984219818364,157.20366326435388,117.12305049306292,28.972032307820676,66.93110382692079,58.603438629845115,-0.4435739425955702,-0.9436711235262274,-0.9453991998403093,-0.7574486673190219,-1.2920412913067558,-0.9576227006483498
mf_001_anxiety_1128.04_October-ninth.wav,104.32335061134295,151.3342270608415,130.85778033220214,28.42688335031737,67.27257142350821,54.03932411451677,-0.5049772921346186,-0.9882036544625286,-0.7521953789133495,-0.8150587749657188,-1.245984340865177,-1.5813273521722528
mf_001_anxiety_1131.89_October-ninth.wav,115.6672994174003,155.24424348885242,132.03281498643344,31.7876055150424,70.45291990731492,61.745579671183826,-0.24077904581057305,-0.9585376147434762,-0.7356663908969895,-0.4599052650568689,-0.8170207906791328,-0.5282364578962594
mf_001_anxiety_1134.63_October-ninth.wav,117.3309903069413,199.74464533395118,130.68930757110655,34.130536064547265,68.13431112279766,61.077223965768816,-0.20203202544255802,-0.620904586096057,-0.754565253060639,-0.2123096688295907,-1.129753392393456,-0.6195699599238466
mf_001_anxiety_1139.21_Eight-thousand-one.wav,128.3053301309478,151.8047178812552,133.08029603571225,33.322684712431915,73.16811701362553,67.73201695627594,0.05355810332445913,-0.9846339509528831,-0.7209316750751651,-0.2976815707975272,-0.45079658722839505,0.2898343350753914
mf_001_anxiety_1142.79_Eight-thousand-one.wav,83.66961271189761,159.63864649360087,133.03337352364724,38.54988440970285,72.04420700175706,68.53218355308022,-0.9859986213349247,-0.9251964417636201,-0.7215917250888623,0.25471705916542975,-0.6023889146841812,0.39918032688711846
mf_001_anxiety_1147.77_Five-thousand-three.wav,82.51070062885681,181.45072193311356,142.6978642063012,44.17850551855893,74.19546977002283,65.59972932378643,-1.012989446594964,-0.7597040689674458,-0.5856431808458712,0.8495369951123923,-0.31222784612298343,-0.0015513675190849006
mf_001_anxiety_1155.82_Nine-hundred-five.wav,85.33169080361881,184.89515461581527,156.11444101221838,36.12777463122867,77.48270898398945,65.60418980706571,-0.9472891626980979,-0.7335705018441453,-0.39691475786105646,-0.0012460187226330656,0.13115306345774397,-0.0009418244938201574
