filename,min_pitch,max_pitch,mean_pitch,min_intensity,max_intensity,mean_intensity,min_pitch_zscore,max_pitch_zscore,mean_pitch_zscore,min_intensity_zscore,max_intensity_zscore,mean_intensity_zscore
cl_001_anxiety_310.61_April-eighteenth.wav,109.29688092654354,159.63845370875018,128.27172306921452,17.02076937742366,69.807214247405,48.87413250836791,0.18475998860849432,-0.3772473277840333,-0.2093232359046797,0.24740269556638497,-0.7341640604573693,-0.35879789223121605
cl_001_anxiety_312.31_April-eighteenth.wav,88.58623971011845,156.89401092350946,124.49963966208377,15.643523118813226,70.03934381432015,49.58451029403319,-0.30146342933440906,-0.399691668496504,-0.2600281733717527,-0.043589570132886536,-0.6995511353357291,-0.2778529835339843
cl_001_anxiety_315.28_July-fifteenth.wav,85.35154840028966,371.4419204267782,111.50078891667948,24.034770291144014,71.34961687961696,55.31664591790961,-0.3774042294390348,1.3549036198207631,-0.43476076622576154,1.72935990165059,-0.5041758365285827,0.37530256845205584
cl_001_anxiety_320.05_March-twenty-ninth.wav,80.87897912906745,156.78191131048925,100.2468875642777,21.67452752729785,75.1834942970693,58.13185241742265,-0.48240667215989996,-0.400608430879707,-0.5860374753397288,1.2306746555241197,0.06749503564571743,0.6960848869102919
cl_001_anxiety_322.04_March-twenty-ninth.wav,87.61717490306354,141.1692065649281,106.85620798351948,22.84284901773596,74.79472975437984,53.90659556585107,-0.32421414949659955,-0.5282907664842535,-0.49719395244095554,1.477524131746875,0.009526211661404948,0.2146325710097969
cl_001_anxiety_324.32_March-twenty-ninth.wav,84.74881907035667,136.38969781623734,107.54785331192282,21.85880414505268,75.62927148365283,51.65181823534871,-0.3915544970155902,-0.5673780899186316,-0.48789674733149574,1.2696096464022064,0.1339650359356467,-0.04229092636445619
cl_001_anxiety_326.57_October-ninth.wav,83.2150090395674,130.2421806010527,97.59685503464186,32.415946003965786,74.42655772137637,50.27502679506383,-0.42756373245413437,-0.6176531299578726,-0.6216596287223612,3.5001814193350054,-0.04537205562778338,-0.19917119441031125
cl_001_anxiety_328.81_October-ninth.wav,78.70784984677617,133.6416419155363,93.32360252896666,18.27740141157207,74.06668744916001,49.21033999918356,-0.5333782422527841,-0.5898519790679876,-0.6791013599077512,0.512910915669354,-0.09903244431184174,-0.3204882981017884
cl_001_anxiety_331.09_Eight-thousand-one.wav,76.97819765644253,123.76655667384121,96.57929211328022,19.08519175819345,77.60588899817104,53.46363187091558,-0.5739852611783728,-0.6706114610733138,-0.6353378692933196,0.6835853623805164,0.4286992007098831,0.16415850415934982
cl_001_anxiety_333.57_Eight-thousand-one.wav,79.87595265145471,135.0636062153991,98.00199043754908,21.171168964768775,72.155106286798,59.18100974475456,-0.5059547099601646,-0.5782230060033183,-0.6162137350204153,1.1243222529281978,-0.38406901468962634,0.8156324653728992
cl_001_anxiety_335.53_Eight-thousand-one.wav,80.2455631829388,101.6280743995104,91.96020516580809,27.05337168057233,71.0176264859666,53.383374499948104,-0.49727736897164126,-0.85166228920289,-0.6974283613497242,2.367146827598721,-0.5536790462628434,0.15501347499834084
cl_001_anxiety_337.64_Five-thousand-three.wav,82.8029430070905,123.15018210493469,103.02855512925319,22.54327370561183,79.57996508792249,61.142667016279724,-0.4372378006124004,-0.6756522368932502,-0.5486458631421731,1.414228190096962,0.7230544127021745,1.0391560213497508
cl_001_anxiety_339.40_Five-thousand-three.wav,78.03767902570786,131.35062557646708,98.71586508182943,16.911386646343544,75.56806242371735,58.0701915386956,-0.5491118327206163,-0.608588150785044,-0.606617719956396,0.22429170249133992,0.1248381304902618,0.6890588589298736
cl_001_anxiety_341.52_Nine-hundred-five.wav,84.96307743473685,134.88402305173216,100.17559509821626,22.754358590014487,80.2058530775119,50.24835093785365,-0.386524356559622,-0.5796916559359168,-0.5869957998631699,1.458827380970184,0.8163808010898773,-0.20221080920383433
cl_001_anxiety_343.15_Nine-hundred-five.wav,78.9650711263594,121.37673851692809,98.34479913316109,22.114157722278442,77.48426243883877,50.29736205077315,-0.5273394620711537,-0.6901556444110263,-0.6116056467047337,1.3235621734298049,0.41056341970224675,-0.19662617502681906
cl_001_anxiety_349.42_One-hundred-three.wav,83.89614813119208,118.9577376652428,104.56332910833528,31.94723282476137,77.56037069028089,60.601719291415044,-0.4115726400604514,-0.7099384868849017,-0.5280151903186783,3.401149086426428,0.42191194907450064,0.9775170384272491
cl_001_anxiety_351.59_Six-hundred-one.wav,83.79774479604386,147.72255634000513,103.32758586453191,21.965639842453452,80.8804104713352,57.76726395358328,-0.41388285370631395,-0.4746967852393792,-0.5446262450434912,1.2921824880054058,0.9169643022480434,0.6545413863771163
cl_001_anxiety_357.01_Ten-thousand-two.wav,81.21657292754082,145.93609099027034,116.2038164793898,32.43226130316299,77.68586194801867,68.6057102713914,-0.47448098753938356,-0.48930668608923555,-0.3715419312386163,3.5036286066838715,0.4406239966831791,1.889542065337263
cl_001_anxiety_358.87_Ten-thousand-two.wav,80.94088190743754,162.42185831860348,130.88321907681402,30.062656841369442,75.07658237557872,66.5227239822056,-0.4809533815464061,-0.35448435318672195,-0.17421909650242665,3.002965368836988,0.051553359700073055,1.6521935186934138
cl_001_anxiety_360.73_Two-hundred-nine.wav,75.4351790915817,134.65248958132406,105.45190020674444,18.438711553085987,77.52834641794706,58.17682124721656,-0.6102106852353055,-0.5815851609213829,-0.5160708780866865,0.5469934214419703,0.41713679804528686,0.7012089179474962
cl_001_anxiety_362.51_Two-hundred-nine.wav,76.35698273816803,145.66051847719268,102.03946603495001,24.297276417081257,77.49970711356528,57.79272693609146,-0.5885695146393909,-0.4915603469808997,-0.5619413540587312,1.7848236590351896,0.41286638083270966,0.6574427986057569
cl_001_boredom_1085.60_August-thirteenth.wav,80.66930232744781,107.97352098155837,97.815620472019,19.356601222572195,73.45845875622531,47.51071333796743,-0.4873292513346086,-0.7997685620586474,-0.6187189493616675,0.7409302667344271,-0.18972564847862255,-0.514154439819154
cl_001_boredom_1088.99_August-thirteenth.wav,81.22297150875325,91.79565064204859,86.50445481720156,18.4935889306411,69.82473393433258,44.18075068029879,-0.47433076814276626,-0.9320728811192769,-0.770765414220588,0.5585882196347844,-0.7315516934942209,-0.8935913095091985
cl_001_boredom_1092.75_June-twenty-fourth.wav,83.806956397371,104.20687113385509,87.77941570170714,16.801909844585847,69.87439404009947,46.880305249385394,-0.4136665930780116,-0.8305726192541822,-0.7536271898113368,0.20116083363922613,-0.7241468568536976,-0.5859870987254014
cl_001_boredom_1095.77_June-twenty-fourth.wav,78.92710027099379,92.3525907810227,82.54219501015119,16.890861445159366,66.77596139446257,49.638776206424076,-0.5282309032817446,-0.9275181662959947,-0.8240267327176797,0.21995502358647695,-1.1861552885373619,-0.27166958448563316
cl_001_boredom_1098.85_June-twenty-fourth.wav,79.99768745276175,122.16850689046356,103.87966328370881,16.797468442679506,68.05211096247012,42.183446508474994,-0.5030967438278959,-0.6836804796757445,-0.5372051336853941,0.20022242948998473,-0.9958681569648241,-1.1211766973003856
cl_001_boredom_1102.39_November-eighth.wav,80.46689687282675,98.9549982641676,88.37610272768394,15.768914220532665,65.22194405402936,22.658744534646644,-0.492081121203229,-0.8735229859733442,-0.7456064291138471,-0.01709623928537241,-1.4178753858819921,-3.3459439275032614
cl_001_boredom_1105.51_November-eighth.wav,81.95727639706446,116.01332722011549,88.99277449687203,16.474317997951783,68.54043259053087,41.281490793738705,-0.4570915031255294,-0.7340181840763293,-0.7373170303600227,0.1319454024259049,-0.92305433935441,-1.223951199053564
cl_001_boredom_1108.66_Eight-hundred-five.wav,76.9964460471853,95.5017634996472,85.20089363263229,18.31041238287516,62.866985827611245,51.47367338363071,-0.5735568439784327,-0.9017639017730321,-0.7882880883542349,0.519885657675269,-1.7690240733966534,-0.0625898701774178
cl_001_boredom_1111.22_Eight-hundred-five.wav,78.26595129682991,103.5565381248741,87.78883795934635,16.888517721988947,69.41697395958809,50.92308570643549,-0.5437526879830535,-0.8358911107558571,-0.7535005343446279,0.21945982869212285,-0.7923529333405527,-0.12532728984299815
cl_001_boredom_1113.82_Eight-hundred-five.wav,75.19318405733,102.09726321780552,84.62217985778706,16.944019090228654,64.09567513855502,48.06371581572589,-0.6158919990801784,-0.8478252138763684,-0.7960672497877784,0.23118646711463472,-1.585813758215208,-0.4511418626035242
